	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf 
26e45cbf, dbc1bc24, c32cd1c0, c32cd1c0, 	 0, 		0, 			1, 			1, 		0, 		0 
476c6d40, 6341216b, 6b325d3a, 6b325d3a, 	 0, 		0, 			1, 			1, 		0, 		0 
c2de4e1f, 945968af, 17bccb20, 17bccb20, 	 0, 		1, 			1, 			1, 		0, 		0 
c20d686b, 1e0153b6, a08edfb7, a08edfb6, 	 0, 		1, 			0, 			0, 		0, 		0 
4be9a46a, 63580228, 6fc524b1, 6fc524b1, 	 0, 		0, 			1, 			1, 		0, 		0 
694677f7, aba3d23c, d57e02be, d57e02be, 	 0, 		0, 			1, 			1, 		0, 		0 
2b6ee40d, 571495bf, 430aa794, 430aa794, 	 0, 		0, 			1, 			1, 		0, 		0 
8a2d63d0, 8c15a1e8, 00000000, 00000000, 	 0, 		0, 			0, 			1, 		0, 		1 
764dd62d, ed2c683c, ff800000, ff800000, 	 0, 		0, 			0, 			1, 		1, 		0 
4df118b0, c8823fba, d6f5551b, d6f5551b, 	 0, 		0, 			1, 			1, 		0, 		0 
1df14d96, 56db7bbc, 354ee201, 354ee201, 	 0, 		1, 			1, 			1, 		0, 		0 
73ae0b35, a7c830a1, dc0819d1, dc0819d1, 	 0, 		1, 			1, 			1, 		0, 		0 
d28d0d3c, 1dd16b67, b0e6c5f7, b0e6c5f6, 	 0, 		1, 			0, 			0, 		0, 		0 
841bd097, 395b7ba1, 80000000, 80000000, 	 0, 		0, 			0, 			1, 		0, 		1 
dc8b368e, 8409b8be, 2115c951, 2115c951, 	 0, 		0, 			0, 			1, 		0, 		0 
6a2399ea, aac50716, d57bd3f1, d57bd3f1, 	 0, 		1, 			1, 			1, 		0, 		0 
f7984d60, 2d43b278, e568da3b, e568da3b, 	 0, 		1, 			1, 			1, 		0, 		0 
589b55e4, ffe73d8e, 7fc00000, 7fc00000, 	 0, 		0, 			0, 			0, 		1, 		0 
ae6ded5f, fa0844c7, 68fd4c0d, 68fd4c0d, 	 0, 		1, 			1, 			1, 		0, 		0 
1a47da16, 96cdbef5, 80000000, 80000000, 	 0, 		0, 			0, 			1, 		0, 		1 
440172f4, 3e0dca83, 428f656f, 428f656f, 	 0, 		1, 			1, 			1, 		0, 		0 
7ddf702e, 55aea598, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
197f7b25, d399346a, ad98e4e8, ad98e4e8, 	 0, 		1, 			1, 			1, 		0, 		0 
0a6fc30a, a7bc87ba, 80000000, 80000000, 	 0, 		0, 			0, 			1, 		0, 		1 
fff643f9, 5e567207, 7fc00000, 7fc00000, 	 0, 		0, 			0, 			0, 		1, 		0 
f7d3ed1d, 8c4de0c7, 44aa6ef4, 44aa6ef4, 	 0, 		0, 			1, 			1, 		0, 		0 
80eaa7d6, acae9fa1, 00000000, 00000000, 	 0, 		0, 			0, 			1, 		0, 		1 
948e8ca7, cbaf0454, 20c2e91e, 20c2e91e, 	 0, 		0, 			1, 			1, 		0, 		0 
91b4bf38, 842d2ca2, 00000000, 00000000, 	 0, 		0, 			0, 			1, 		0, 		1 
217d397a, 1ea6c336, 00a4f45d, 00a4f45d, 	 0, 		0, 			1, 			1, 		0, 		0 
5a3164f6, 5ee2a107, 799d0ab7, 799d0ab6, 	 0, 		1, 			0, 			0, 		0, 		0 
7b9534c8, 8f2e73de, cb4b5ad0, cb4b5ad0, 	 0, 		0, 			0, 			1, 		0, 		0 
ea0e0d6c, ad3cbc16, 57d17473, 57d17473, 	 0, 		1, 			1, 			1, 		0, 		0 
3cac3861, 97f7a7be, 95269b3e, 95269b3e, 	 0, 		0, 			1, 			1, 		0, 		0 
b9f0a2e3, e20f55f7, 5c86bbcb, 5c86bbcb, 	 0, 		0, 			0, 			1, 		0, 		0 
d465938a, 055070af, 9a3aecee, 9a3aecee, 	 0, 		1, 			0, 			1, 		0, 		0 
df922cfc, bf8dddaa, 5fa202b1, 5fa202b1, 	 0, 		0, 			1, 			1, 		0, 		0 
6c547aaa, 7c925376, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
5e265346, 78ff2c24, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
96ef9be7, f3706c63, 4ae1079b, 4ae1079b, 	 0, 		1, 			1, 			1, 		0, 		0 
31968a59, 557c5bd9, 47946632, 47946632, 	 0, 		0, 			1, 			1, 		0, 		0 
171ee22a, ece4a6ef, c48de908, c48de908, 	 0, 		0, 			1, 			1, 		0, 		0 
ba20ca96, 0dd50620, 8885cc68, 8885cc68, 	 0, 		1, 			1, 			1, 		0, 		0 
d297e38f, 098b0b53, 9ca4fe8d, 9ca4fe8d, 	 0, 		0, 			1, 			1, 		0, 		0 
7efe3ad7, 564faf5b, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
3e4c8db4, 469ddc58, 457c45ef, 457c45ef, 	 0, 		1, 			1, 			1, 		0, 		0 
5abec7fa, 071e4860, 226beab8, 226beab8, 	 0, 		0, 			1, 			1, 		0, 		0 
874e7f13, 30ae76aa, 80000000, 80000000, 	 0, 		0, 			0, 			1, 		0, 		1 
38ea5b8f, 3c1c1f20, 358eec4a, 358eec4a, 	 0, 		1, 			0, 			1, 		0, 		0 
85c330bc, 1c56bfb6, 80000000, 80000000, 	 0, 		0, 			0, 			1, 		0, 		1 
354aedb0, 6e35dcf9, 64102937, 64102937, 	 0, 		0, 			0, 			1, 		0, 		0 
765a590f, 6a6938af, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
33ca4e01, f815ed93, ec6cf64a, ec6cf64a, 	 0, 		1, 			1, 			1, 		0, 		0 
186b5011, 4ea66fb1, 2798fc95, 2798fc95, 	 0, 		0, 			1, 			1, 		0, 		0 
1ce20f83, 2df570c5, 0b58bc6d, 0b58bc6d, 	 0, 		0, 			0, 			1, 		0, 		0 
0248db2d, 34ca87dc, 00000000, 00000000, 	 0, 		0, 			0, 			1, 		0, 		1 
3d107559, acbb6063, aa537838, aa537838, 	 0, 		1, 			1, 			1, 		0, 		0 
5e1dc7bb, c57b80be, e41b022d, e41b022d, 	 0, 		0, 			1, 			1, 		0, 		0 
09b28f09, e625b8ed, b0672e5a, b0672e5a, 	 0, 		1, 			1, 			1, 		0, 		0 
d922369b, 27e49871, c190d93a, c190d93a, 	 0, 		0, 			0, 			1, 		0, 		0 
b5372001, 88eb2f54, 00000000, 00000000, 	 0, 		0, 			0, 			1, 		0, 		1 
9c30476f, 3087d075, 8d3b0a6c, 8d3b0a6c, 	 0, 		0, 			1, 			1, 		0, 		0 
f0c1696c, fb9e60dc, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
f8eade91, 5a0a0a7f, ff800000, ff800000, 	 0, 		0, 			0, 			1, 		1, 		0 
5ca8d456, 825f2542, 9f932989, 9f932989, 	 0, 		0, 			1, 			1, 		0, 		0 
4b8d1748, f2c78f02, fedbf7d4, fedbf7d4, 	 0, 		0, 			1, 			1, 		0, 		0 
b75de9dd, c3973487, 3b83127a, 3b83127a, 	 0, 		1, 			1, 			1, 		0, 		0 
c1f43368, 88c0f2d1, 0b380e2e, 0b380e2e, 	 0, 		1, 			1, 			1, 		0, 		0 
6adae11c, 74200fc9, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
6fcd9b31, 1e93b858, 4eed4857, 4eed4857, 	 0, 		1, 			1, 			1, 		0, 		0 
0ad45167, 3ca6e0ed, 080a6755, 080a6754, 	 0, 		1, 			0, 			0, 		0, 		0 
30762584, bd9eae57, ae9892c9, ae9892c8, 	 0, 		1, 			0, 			0, 		0, 		0 
84a29c1c, 3c3acd91, 816d4fff, 816d4fff, 	 0, 		1, 			1, 			1, 		0, 		0 
d825555f, adf0c7d7, 469b8119, 469b8119, 	 0, 		0, 			1, 			1, 		0, 		0 
5d7795ba, 1cc71b99, 3ac09014, 3ac09014, 	 0, 		0, 			1, 			1, 		0, 		0 
c0858dea, c86f0f89, 49796f30, 49796f30, 	 0, 		0, 			1, 			1, 		0, 		0 
5a55a833, bcd3d632, d7b0cc66, d7b0cc66, 	 0, 		0, 			1, 			1, 		0, 		0 
642049bf, 12f5dc9c, 3799f0b5, 3799f0b5, 	 0, 		1, 			1, 			1, 		0, 		0 
cc59a5d3, 1fc12b10, aca43aa1, aca43aa0, 	 0, 		1, 			0, 			0, 		0, 		0 
3d86435b, bc036092, ba09ce3b, ba09ce3b, 	 0, 		1, 			1, 			1, 		0, 		0 
89781491, 4d531494, 974c8ce5, 974c8ce4, 	 0, 		1, 			0, 			0, 		0, 		0 
3e906116, 294103db, 2859b6bc, 2859b6bc, 	 0, 		0, 			1, 			1, 		0, 		0 
c5bb9b55, 8f09de5f, 154a122e, 154a122e, 	 0, 		1, 			0, 			1, 		0, 		0 
9c5c4945, 4e0fc2b6, aaf768f3, aaf768f3, 	 0, 		0, 			1, 			1, 		0, 		0 
672fe783, cb0f1d79, f2c4ad25, f2c4ad25, 	 0, 		0, 			0, 			1, 		0, 		0 
c8d7d9db, 737db862, fcd5edc5, fcd5edc5, 	 0, 		1, 			1, 			1, 		0, 		0 
385b5de5, 09c5c2b1, 02a97616, 02a97616, 	 0, 		0, 			0, 			1, 		0, 		0 
6a9cda58, 2f154002, 5a36e49a, 5a36e49a, 	 0, 		0, 			0, 			1, 		0, 		0 
985d5a7e, 79bdf5a5, d2a44035, d2a44035, 	 0, 		0, 			1, 			1, 		0, 		0 
b9434c6b, bbf5da66, 35bb8ebf, 35bb8ebf, 	 0, 		0, 			1, 			1, 		0, 		0 
299c601e, e945bb11, d3719077, d3719077, 	 0, 		0, 			1, 			1, 		0, 		0 
ef321658, 0a7e69e9, ba30fbd9, ba30fbd8, 	 0, 		1, 			0, 			0, 		0, 		0 
ea796723, 790c19c3, ff800000, ff800000, 	 0, 		0, 			0, 			1, 		1, 		0 
8b0db156, b5a26cbc, 0133cccf, 0133ccce, 	 0, 		1, 			0, 			0, 		0, 		0 
ecefc9c0, 02eaa1f4, b05bc61c, b05bc61c, 	 0, 		1, 			1, 			1, 		0, 		0 
2941497c, b19050be, 9b59ec98, 9b59ec98, 	 0, 		0, 			1, 			1, 		0, 		0 
e8969aa9, e0b5a184, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
e9aa203d, 4749e5ba, f1862bfa, f1862bfa, 	 0, 		0, 			1, 			1, 		0, 		0 
d356f36e, 4982953f, dd5b49dd, dd5b49dd, 	 0, 		1, 			1, 			1, 		0, 		0 
32829ba4, e0c8cd47, d3cce4a6, d3cce4a6, 	 0, 		1, 			1, 			1, 		0, 		0 
a3b480dd, e9d92ab5, 4e191f58, 4e191f58, 	 0, 		0, 			0, 			1, 		0, 		0 
0993903c, 2392b56b, 00000000, 00000000, 	 0, 		0, 			0, 			1, 		0, 		1 
fbbea074, c5e99638, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
a203956a, 9e67c863, 00ee45a5, 00ee45a4, 	 0, 		1, 			0, 			0, 		0, 		0 
df79654a, 6e6f2269, ff800000, ff800000, 	 0, 		0, 			0, 			1, 		1, 		0 
0c0dc059, d9160cba, a5a62b80, a5a62b80, 	 0, 		0, 			1, 			1, 		0, 		0 
7407fc65, beca57f2, f356f7be, f356f7be, 	 0, 		0, 			0, 			1, 		0, 		0 
5ee61c2e, f7c58322, ff800000, ff800000, 	 0, 		0, 			0, 			1, 		1, 		0 
25f69f66, fd9d8e14, e417c8a1, e417c8a1, 	 0, 		0, 			1, 			1, 		0, 		0 
b50020b2, 0dfe9e1f, 837edf29, 837edf28, 	 0, 		1, 			0, 			0, 		0, 		0 
196fed0d, f7c6bc4d, d1ba41d2, d1ba41d2, 	 0, 		0, 			1, 			1, 		0, 		0 
48071b50, 83464e1a, 8bd150b0, 8bd150b0, 	 0, 		1, 			1, 			1, 		0, 		0 
2bcff559, 63749d09, 4fc6b56a, 4fc6b56a, 	 0, 		1, 			0, 			1, 		0, 		0 
c0727395, 931f3dfd, 1416d07f, 1416d07f, 	 0, 		1, 			1, 			1, 		0, 		0 
780b9274, 30d98338, 696d2d5e, 696d2d5e, 	 0, 		1, 			0, 			1, 		0, 		0 
9c282830, 3a19d6a1, 96ca1a00, 96ca1a00, 	 0, 		0, 			0, 			1, 		0, 		0 
9ebac9e0, 53172fc3, b25c9fd9, b25c9fd9, 	 0, 		1, 			1, 			1, 		0, 		0 
5a53bd35, 3b45f751, 5623bd28, 5623bd28, 	 0, 		0, 			1, 			1, 		0, 		0 
9ebba6a9, 1c1f750c, 80000000, 80000000, 	 0, 		0, 			0, 			1, 		0, 		1 
c6ea5305, 3e56782e, c5c44f67, c5c44f67, 	 0, 		0, 			1, 			1, 		0, 		0 
094b18bc, c903fd1c, 92d16cec, 92d16cec, 	 0, 		1, 			1, 			1, 		0, 		0 
fe450b42, 6091a86a, ff800000, ff800000, 	 0, 		0, 			0, 			1, 		1, 		0 
63e34e75, d83075be, fc9cae7c, fc9cae7c, 	 0, 		1, 			1, 			1, 		0, 		0 
070a861e, 48cb066a, 105bb7a5, 105bb7a4, 	 0, 		1, 			0, 			0, 		0, 		0 
24f3318a, a0bb1f13, 8631c2b5, 8631c2b5, 	 0, 		1, 			1, 			1, 		0, 		0 
4b9f94db, 6eb81be7, 7ae588c4, 7ae588c4, 	 0, 		0, 			1, 			1, 		0, 		0 
58216859, 712b5bef, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
28730a6e, d8dfd9a2, c1d484b3, c1d484b3, 	 0, 		0, 			1, 			1, 		0, 		0 
718af18b, 567bce64, 7f800000, 7f800000, 	 0, 		0, 			0, 			1, 		1, 		0 
3638e0d3, b12f24c3, a7fcf879, a7fcf879, 	 0, 		0, 			1, 			1, 		0, 		0 
5e6f6926, 0d214da0, 2c16d9b9, 2c16d9b9, 	 0, 		0, 			1, 			1, 		0, 		0 
d78e5369, 5d4ffa08, f56740e8, f56740e8, 	 0, 		1, 			0, 			1, 		0, 		0 
5c3d325b, 60560b01, 7d1e303a, 7d1e303a, 	 0, 		1, 			1, 			1, 		0, 		0 
749d8b87, 82fe04d5, b81c5369, b81c5369, 	 0, 		0, 			1, 			1, 		0, 		0 
228a5f09, 897b921e, 80000000, 80000000, 	 0, 		0, 			0, 			1, 		0, 		1 
6aa2cd48, a37fdfc0, cea2b8c6, cea2b8c6, 	 0, 		1, 			1, 			1, 		0, 		0 
9563a825, 19b2d470, 80000000, 80000000, 	 0, 		0, 			0, 			1, 		0, 		1 
80932120, 4b3bb206, 8c57bf06, 8c57bf06, 	 0, 		1, 			1, 			1, 		0, 		0 
891c6945, c81c7821, 11bf3317, 11bf3317, 	 0, 		0, 			0, 			1, 		0, 		0 
6c20e36b, b16e9613, de15f1bf, de15f1bf, 	 0, 		1, 			1, 			1, 		0, 		0 
4cb48e6e, b72c6944, c47333e1, c47333e0, 	 0, 		1, 			0, 			0, 		0, 		0 
b8055978, 30d52cd0, a95e1591, a95e1591, 	 0, 		0, 			1, 			1, 		0, 		0 
37f3b480, e5ec6bac, de6110e6, de6110e6, 	 0, 		0, 			1, 			1, 		0, 		0 
a4644da5, 66b37a10, cba00f26, cba00f26, 	 0, 		1, 			1, 			1, 		0, 		0 
5f03a58e, 3e0a63c4, 5d8e5519, 5d8e5519, 	 0, 		1, 			1, 			1, 		0, 		0 
b054f107, f4e4fcd8, 65be78fb, 65be78fb, 	 0, 		0, 			1, 			1, 		0, 		0 
0d210ef1, dbf165ca, a997df1b, a997df1b, 	 0, 		1, 			1, 			1, 		0, 		0 
5df7fcaa, 0d3e6dcf, 2bb877e5, 2bb877e5, 	 0, 		0, 			1, 			1, 		0, 		0 
5697a58f, 3e013f9c, 55192036, 55192036, 	 0, 		0, 			1, 			1, 		0, 		0 
986d9e94, 48cf28a5, a1c048f4, a1c048f4, 	 0, 		1, 			0, 			1, 		0, 		0 
7ba5065f, e2e5ed77, ff800000, ff800000, 	 0, 		0, 			0, 			1, 		1, 		0 
48fe1129, af7d16fb, b8fb2dc4, b8fb2dc4, 	 0, 		0, 			0, 			1, 		0, 		0 
4c5590bc, e5e51399, f2bf1ad2, f2bf1ad2, 	 0, 		1, 			0, 			1, 		0, 		0 
676608e8, 87e2cdeb, afcbcce5, afcbcce5, 	 0, 		0, 			0, 			1, 		0, 		0 
7c0c8aae, 32b223d2, 6f43982e, 6f43982e, 	 0, 		0, 			1, 			1, 		0, 		0 
a13fe278, eca0b62c, 4e70ec2e, 4e70ec2e, 	 0, 		1, 			1, 			1, 		0, 		0 
bed63236, c65b7942, 45b7a269, 45b7a269, 	 0, 		0, 			1, 			1, 		0, 		0 
32b88d98, 46e40eab, 3a2468ae, 3a2468ae, 	 0, 		0, 			1, 			1, 		0, 		0 
