	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf ,  NAN 
ab326b2d, 3022dda6, 9be3049a, 9be3049a, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
c953d672, d7c8647c, 61a5d2af, 61a5d2af, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
c2ee8da0, 1b37fe98, 9eab747c, 9eab747c, 	 2, 		1, 			0, 			1, 		0, 		0, 		0	
80000000, 00000000, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
ff800000, ff99677c, 7fc00000, 7fc00000, 	 2, 		0, 			0, 			1, 		1, 		0, 		1	
23578d26, c88c1745, ac6be992, ac6be992, 	 2, 		0, 			0, 			1, 		0, 		0, 		0	
c2e4e054, f715ba13, 7a85dcec, 7a85dcec, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
23bb5484, 37e62690, 1c286a26, 1c286a26, 	 2, 		1, 			0, 			1, 		0, 		0, 		0	
a237968c, bb943f67, 1e54a101, 1e54a101, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
00000000, ff800000, 7fc00000, 7fc00000, 	 2, 		0, 			0, 			1, 		0, 		0, 		1	
7ff22f48, 20dbe904, 7fc00000, 7fc00000, 	 2, 		0, 			0, 			1, 		0, 		0, 		1	
6a865609, 3cdda2d2, 67e89b6c, 67e89b6c, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
bd8cba98, 4fa04f0d, cdb04028, cdb04028, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
33b1e205, 0f2c592a, 036f83a0, 036f83a0, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
12ce9714, eb597f92, beaf8503, beaf8503, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
3bfab02f, 4d43cecb, 49bfbeb4, 49bfbeb4, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
e5449b02, 4914de36, eee4a88b, eee4a88b, 	 2, 		0, 			0, 			1, 		0, 		0, 		0	
4f29592b, 582c8501, 67e43fc9, 67e43fc9, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
bcd04eb6, 556d45e8, d2c111c1, d2c111c1, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
6c0204cd, 6db456fb, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0, 		0	
f0f461fa, dcc06f97, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0, 		0	
da1078ee, aa3fc3aa, 44d8714b, 44d8714b, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
9f960639, d4cc34b3, 34ef57af, 34ef57af, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
4a7e99dc, 6e555b2a, 795430ae, 795430ae, 	 2, 		1, 			0, 			1, 		0, 		0, 		0	
543c6941, f4d132fa, ff800000, ff800000, 	 2, 		0, 			0, 			1, 		1, 		0, 		0	
b46cb208, 244111bc, 9932829e, 9932829e, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
7f6e9c5e, 9a6ce9f0, da5cd233, da5cd233, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
c9b3e054, 0732c048, 917b322b, 917b322b, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
ba52b99a, 628e6b2d, dd6a7659, dd6a7659, 	 2, 		0, 			0, 			1, 		0, 		0, 		0	
996502c9, 3cd9c451, 96c2cefb, 96c2cefb, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
9371fb96, fdbb741b, 51b13086, 51b13086, 	 2, 		0, 			0, 			1, 		0, 		0, 		0	
aa3cffe9, d10eb387, 3bd2b4fb, 3bd2b4fb, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
e36ab121, 31762a90, d561ad3b, d561ad3b, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
9d4b0426, 72df2393, d0b0f4d4, d0b0f4d4, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
6090b1cf, f517ce8d, ff800000, ff800000, 	 2, 		0, 			0, 			1, 		1, 		0, 		0	
