	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf 
47888500, c24fe0fe, ca5db70e, ca5db70e, 	 2, 		1, 			1, 			1, 		0, 		0 
cc2c30b4, 6653f97e, f30e93f5, f30e93f5, 	 2, 		0, 			1, 			1, 		0, 		0 
bf371ea9, 7f5c5271, ff1d9952, ff1d9952, 	 2, 		1, 			1, 			1, 		0, 		0 
adfa1a02, 743c6a29, e2b812d1, e2b812d1, 	 2, 		0, 			1, 			1, 		0, 		0 
9ed8594c, 78bb824e, d81e775a, d81e775a, 	 2, 		1, 			1, 			1, 		0, 		0 
2466ef40, 782cbdc6, 5d1bd3f0, 5d1bd3f0, 	 2, 		0, 			1, 			1, 		0, 		0 
0d9eb724, f440e4b5, c26f2e4d, c26f2e4d, 	 2, 		1, 			1, 			1, 		0, 		0 
ab2348a8, b6d42212, 22874de6, 22874de6, 	 2, 		0, 			1, 			1, 		0, 		0 
81c47570, 2559a4c6, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1 
ab36ac9f, cc6a25ce, 382714c3, 382714c3, 	 2, 		0, 			1, 			1, 		0, 		0 
7643c98c, 879e1dad, be71da2e, be71da2e, 	 2, 		0, 			0, 			1, 		0, 		0 
6a746775, db9fc3d9, ff800000, ff800000, 	 2, 		0, 			0, 			1, 		1, 		0 
7ba69ddb, 34016b39, 702876a8, 702876a8, 	 2, 		1, 			1, 			1, 		0, 		0 
66842035, 80000000, 80000000, 80000000, 	 2, 		0, 			0, 			0, 		0, 		0 
9a23db79, 6cbe8d17, c773ee65, c773ee65, 	 2, 		1, 			1, 			1, 		0, 		0 
9014999b, f3b1d032, 444e6e1b, 444e6e1b, 	 2, 		1, 			1, 			1, 		0, 		0 
f640838d, 6d448ef4, ff800000, ff800000, 	 2, 		0, 			0, 			1, 		1, 		0 
20ba3757, 41235a33, 226da5b1, 226da5b1, 	 2, 		1, 			1, 			1, 		0, 		0 
7f800000, 39252011, 7f800000, 7f800000, 	 2, 		0, 			0, 			0, 		0, 		0 
15ce9c05, 8cc5011d, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1 
021cea75, ad3b0ea5, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1 
33eeb9e4, c846557f, bcb8f381, bcb8f381, 	 2, 		0, 			1, 			1, 		0, 		0 
0b996c44, 8e8940a3, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1 
f8f95a85, f7292c86, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0 
fffdf74d, 7fa902ec, 7fc00000, 7fc00000, 	 2, 		0, 			0, 			0, 		1, 		0 
351ff9b7, 2bb89cf7, 2166bb24, 2166bb24, 	 2, 		0, 			0, 			1, 		0, 		0 
ca4d97e1, 18f5311c, a3c4e9cb, a3c4e9cb, 	 2, 		1, 			1, 			1, 		0, 		0 
34315451, 64636f33, 591d8aca, 591d8aca, 	 2, 		1, 			1, 			1, 		0, 		0 
cb99ca65, db010f8d, 671b10a8, 671b10a8, 	 2, 		1, 			1, 			1, 		0, 		0 
4d21f90a, f51a301a, ff800000, ff800000, 	 2, 		0, 			0, 			1, 		1, 		0 
aa57497d, 219975cd, 8c810dfd, 8c810dfd, 	 2, 		1, 			1, 			1, 		0, 		0 
c9d25db5, ccec1ff6, 574208a6, 574208a6, 	 2, 		0, 			1, 			1, 		0, 		0 
a1633b1a, 9beb28c3, 00000000, 00000000, 	 2, 		0, 			0, 			1, 		0, 		1 
d521f180, 0bd93cf1, a1896c43, a1896c43, 	 2, 		1, 			0, 			1, 		0, 		0 
5b39b3dc, 611a358b, 7cdfba12, 7cdfba12, 	 2, 		1, 			1, 			1, 		0, 		0 
18f46c16, 645eb2cc, 3dd4a071, 3dd4a071, 	 2, 		0, 			0, 			1, 		0, 		0 
e45f6a52, 581967aa, fd05e104, fd05e104, 	 2, 		0, 			1, 			1, 		0, 		0 
7a56bb14, 8df19079, c8ca9f4d, c8ca9f4d, 	 2, 		1, 			0, 			1, 		0, 		0 
4ec88343, 1ce014f7, 2c2f8346, 2c2f8346, 	 2, 		0, 			1, 			1, 		0, 		0 
6f19341a, 55e8f2ce, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0 
7f800000, 00000000, 7fc00000, 00000000, 	 2, 		0, 			0, 			0, 		0, 		0 
93264588, a2fb1b60, 00000000, 00000000, 	 2, 		0, 			0, 			1, 		0, 		1 
31834dbf, 187cbf08, 0a81a283, 0a81a283, 	 2, 		0, 			0, 			1, 		0, 		0 
60664112, 9d7ded27, be64639d, be64639d, 	 2, 		0, 			0, 			1, 		0, 		0 
3f41acf7, ea1b6968, e9eb26f1, e9eb26f1, 	 2, 		0, 			1, 			1, 		0, 		0 
d53ba442, fedf75b5, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0 
f515a101, f2d16602, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0 
538c6675, 43fb06d6, 5809ac34, 5809ac34, 	 2, 		0, 			1, 			1, 		0, 		0 
bb1510b8, d14f1505, 4cf12984, 4cf12984, 	 2, 		0, 			1, 			1, 		0, 		0 
e8e9e2c9, ff2e318a, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0 
719fae9c, 2daeec64, 5fda3842, 5fda3842, 	 2, 		1, 			1, 			1, 		0, 		0 
9a6b9066, d88dd572, 338282f0, 338282f0, 	 2, 		0, 			1, 			1, 		0, 		0 
39f4c505, ea1ba620, e494d221, e494d221, 	 2, 		0, 			1, 			1, 		0, 		0 
e61f9160, d424fd6b, 7acdae2d, 7acdae2d, 	 2, 		1, 			1, 			1, 		0, 		0 
940edb3e, 23ad268b, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1 
0fcb9327, cc76ab30, 9cc42789, 9cc42789, 	 2, 		1, 			1, 			1, 		0, 		0 
80000000, 7f800000, 7fc00000, 80000000, 	 2, 		0, 			0, 			0, 		0, 		0 
e702bcac, 331f82c3, daa2ebed, daa2ebed, 	 2, 		0, 			1, 			1, 		0, 		0 
c40f89db, 10868139, 9516d53b, 9516d53b, 	 2, 		0, 			0, 			1, 		0, 		0 
ebd5bfe5, f55d90b7, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0 
00000000, 00000000, 00000000, 00000000, 	 2, 		0, 			0, 			1, 		0, 		1 
b7830c5f, a89407b1, 20978e2d, 20978e2d, 	 2, 		1, 			1, 			1, 		0, 		0 
317b77ac, 2df8bd39, 1ff455cd, 1ff455cd, 	 2, 		1, 			1, 			1, 		0, 		0 
983c90a0, e09ec561, 3969e54a, 3969e54a, 	 2, 		1, 			1, 			1, 		0, 		0 
bde40652, 2f9059ad, ae00936f, ae00936f, 	 2, 		0, 			1, 			1, 		0, 		0 
e51665a6, c93701a5, 6ed70741, 6ed70741, 	 2, 		1, 			1, 			1, 		0, 		0 
2095d3b3, 5a601c4e, 3b8329cd, 3b8329cd, 	 2, 		0, 			1, 			1, 		0, 		0 
36a85f94, a28d84f5, 99ba282e, 99ba282e, 	 2, 		1, 			1, 			1, 		0, 		0 
39684979, 0b868729, 05742232, 05742232, 	 2, 		1, 			0, 			1, 		0, 		0 
1493102b, 4632e6af, 1b4d8b85, 1b4d8b85, 	 2, 		1, 			1, 			1, 		0, 		0 
638d80b7, ff60f987, ff800000, ff800000, 	 2, 		0, 			0, 			1, 		1, 		0 
bbe9e261, 853e1821, 01adac0f, 01adac0f, 	 2, 		0, 			1, 			1, 		0, 		0 
1f87fcfe, f88a0108, d8929ddb, d8929ddb, 	 2, 		0, 			1, 			1, 		0, 		0 
36c42bc5, 1e541e63, 15a28b88, 15a28b88, 	 2, 		0, 			1, 			1, 		0, 		0 
4e7613f2, 971b9a33, a615924d, a615924d, 	 2, 		1, 			0, 			1, 		0, 		0 
4fbb06ff, 85484f2a, 9592574e, 9592574e, 	 2, 		0, 			0, 			1, 		0, 		0 
705cc128, 12caa347, 43aebd35, 43aebd35, 	 2, 		1, 			1, 			1, 		0, 		0 
04c996df, 7f800000, 7f800000, 7f800000, 	 2, 		0, 			0, 			0, 		0, 		0 
1ffb8773, fb866bf7, dc0412fb, dc0412fb, 	 2, 		0, 			1, 			1, 		0, 		0 
829a2162, f99078c5, 3cadf6fa, 3cadf6fa, 	 2, 		1, 			1, 			1, 		0, 		0 
ffc545ff, ac85e643, 7fc00000, 7fc00000, 	 2, 		0, 			0, 			1, 		0, 		0 
ffc1d7a9, 7f800000, 7fc00000, 7fc00000, 	 2, 		0, 			0, 			0, 		1, 		0 
7c90fe58, e63b3d8e, ff800000, ff800000, 	 2, 		0, 			0, 			1, 		1, 		0 
1c2fc2ca, 94dfebbe, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1 
49a1d94d, fe5094d9, ff800000, ff800000, 	 2, 		0, 			0, 			1, 		1, 		0 
33d14c70, fe926f8e, f2ef7199, f2ef7199, 	 2, 		0, 			1, 			1, 		0, 		0 
4bc5fa03, 7d277204, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0 
90f0a411, a9407119, 00000000, 00000000, 	 2, 		0, 			0, 			1, 		0, 		1 
b1e034be, ba7ecfda, 2cdf2a5e, 2cdf2a5e, 	 2, 		0, 			0, 			1, 		0, 		0 
c632812c, 95590ffe, 1c175aa4, 1c175aa4, 	 2, 		1, 			1, 			1, 		0, 		0 
2af260f6, 68b35607, 5429cb3f, 5429cb3f, 	 2, 		0, 			1, 			1, 		0, 		0 
694ce7b7, 386a4f38, 623b8b35, 623b8b35, 	 2, 		1, 			0, 			1, 		0, 		0 
c9dce8ac, 87a16d5f, 120b4cb5, 120b4cb5, 	 2, 		0, 			1, 			1, 		0, 		0 
6ee7cd11, 8f419f07, beaf5199, beaf5199, 	 2, 		1, 			0, 			1, 		0, 		0 
