	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf 
fa9590cd, 86ae41cd, 41cb9dba, 41cb9dba, 	 3, 		1, 			1, 			1, 		0, 		0 
61b14112, d5b71864, f7fd8cce, f7fd8cce, 	 3, 		0, 			1, 			1, 		0, 		0 
7a62395b, 934e997f, ce3691cb, ce3691cb, 	 3, 		1, 			1, 			1, 		0, 		0 
7311ea8a, 2b31d04c, 5ecab3c7, 5ecab3c7, 	 3, 		1, 			0, 			1, 		0, 		0 
0a7be6f5, 21d037bf, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
be6c1560, 95183df2, 140c65d2, 140c65d2, 	 3, 		0, 			1, 			1, 		0, 		0 
69700f68, d037b0d2, fa2c40d2, fa2c40d2, 	 3, 		1, 			1, 			1, 		0, 		0 
4fa03c93, 519416fe, 61b962d3, 61b962d3, 	 3, 		0, 			1, 			1, 		0, 		0 
a01ca81e, 42f12326, a3938fc6, a3938fc6, 	 3, 		0, 			1, 			1, 		0, 		0 
7f6f3a4a, d001644a, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0 
2c31036d, ae66b02b, 9b1f82e4, 9b1f82e4, 	 3, 		0, 			0, 			1, 		0, 		0 
c0ebdb0e, 9958287e, 1ac72623, 1ac72623, 	 3, 		0, 			1, 			1, 		0, 		0 
7062296d, 7cd08ae0, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
4fa03035, 5b8f5438, 6bb35f41, 6bb35f41, 	 3, 		1, 			1, 			1, 		0, 		0 
80000000, ff800000, 7fc00000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0 
11b20ebe, d65dc332, a89a3e7e, a89a3e7e, 	 3, 		0, 			0, 			1, 		0, 		0 
c567ead3, a7ed31ad, 2dd6e167, 2dd6e167, 	 3, 		0, 			0, 			1, 		0, 		0 
c4449c56, a0a619de, 257f227c, 257f227c, 	 3, 		0, 			0, 			1, 		0, 		0 
93812c1d, 1c403fd2, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
80318d8e, 003c193a, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
bf690bfa, 39a67d15, b9978fa2, b9978fa2, 	 3, 		0, 			0, 			1, 		0, 		0 
00000000, 7f800000, 7fc00000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0 
3394029c, 40256fc1, 343f4c97, 343f4c97, 	 3, 		1, 			0, 			1, 		0, 		0 
a4d074f5, 28864c0a, 8ddab646, 8ddab646, 	 3, 		0, 			1, 			1, 		0, 		0 
2ba74a15, f35dad41, df90dc2b, df90dc2b, 	 3, 		1, 			1, 			1, 		0, 		0 
33e2c927, 7f3b25a4, 73a5ca48, 73a5ca48, 	 3, 		1, 			1, 			1, 		0, 		0 
fa8f69af, ea150900, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
ba328ec2, f3145c81, 6dcef61b, 6dcef61b, 	 3, 		1, 			1, 			1, 		0, 		0 
5c455046, cdcff3ba, eaa047c3, eaa047c3, 	 3, 		0, 			1, 			1, 		0, 		0 
741a627d, c313b225, f7b223f9, f7b223f9, 	 3, 		0, 			1, 			1, 		0, 		0 
22d93a30, 42f6b261, 26515547, 26515547, 	 3, 		1, 			1, 			1, 		0, 		0 
400acb13, ecbe7153, ed4e8051, ed4e8051, 	 3, 		0, 			1, 			1, 		0, 		0 
f9e399e2, 0644510a, c0ae89dd, c0ae89dd, 	 3, 		1, 			0, 			1, 		0, 		0 
d5263581, 1bd5e573, b18adf7c, b18adf7c, 	 3, 		1, 			1, 			1, 		0, 		0 
