	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf ,  NAN 
bfa99ff2, dded3992, 5e1d2f39, 5e1d2f39, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
335bab28, 728c70f9, 66710515, 66710515, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
0dcb21ea, 548bcfec, 22dde0cc, 22dde0cc, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
59706b30, 94b754d0, aeac2c45, aeac2c45, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
7fcbef83, 7fd11cb2, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			1, 		1, 		0, 		1	
ed595e3a, 360a4859, e3ead472, e3ead472, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
1153221d, 12629e9f, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
da8f2212, 3242d868, cd59e1a1, cd59e1a1, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
99334e10, 18e59dca, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
048b1ef3, 625d87d6, 2770c713, 2770c713, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
b3c6408a, 088bf0dd, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
382df22b, 54c53de7, 4d86056b, 4d86056b, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
d69103d3, ef6e5bb9, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
5048ceac, a9953706, ba6a16e6, ba6a16e6, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
e574df36, 44b51d30, eaad3dbc, eaad3dbc, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
5c495c0d, 0270ce2b, 1f3d6877, 1f3d6877, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
516e0620, 186e5e05, 2a5da11d, 2a5da11d, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
01002e4f, 02d2f300, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
0fb2ca04, 2ed63c97, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
17dc8239, 8cc9e321, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
6084b1d6, 1284b2f2, 338990e7, 338990e7, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
10321ae8, 47059173, 17b9da58, 17b9da58, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
5ffee191, a9d001d8, ca4f191b, ca4f191b, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
d9c2a4a5, e2c60a2e, 7d169316, 7d169316, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
2007f3c7, db12ef81, bb9c1071, bb9c1071, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
1667b52b, 1f67ccfb, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
b207303c, 98d88c03, 0b64b546, 0b64b546, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
7001679e, 7af25744, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
0e4b612f, e5e50e8f, b4b5f97f, b4b5f97f, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
65cff6c5, 17bffefc, 3e1bf841, 3e1bf841, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
b053ac5f, 593b5048, ca1ae14a, ca1ae14a, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
690397ec, ec1613a0, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
9fd143ce, adae51c5, 0e0e7eee, 0e0e7eee, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
b23ed431, d7312d63, 4a04128b, 4a04128b, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
13bc01fe, 7b531d8d, 4f9b0b59, 4f9b0b59, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
9aa62027, 05520aa3, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
919e4ba7, d2c8753b, 24f7e730, 24f7e730, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
82ae50b5, 1c2c89d7, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
751a9b7b, 0bd358d8, 417f479d, 417f479d, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
c3c9e937, 396af0f3, bdb94d36, bdb94d36, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
8fcf2519, c9bdaaaa, 1a19787c, 1a19787c, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
80000000, 00000000, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
62eca09d, 8bf39a26, af612af0, af612af0, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
ffcff6f5, ff800000, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			1, 		1, 		0, 		1	
d9b9bec3, 418affc8, dbc9b4d6, dbc9b4d6, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
b69c0803, a1ed8258, 1910c2dd, 1910c2dd, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
4633ac23, a4c133fe, ab879943, ab879943, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
b5ff6516, 23d8fbdf, 9a587891, 9a587891, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
2adb5e43, fc85ee98, e7e588d9, e7e588d9, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
de41fdb8, 556b617d, f4325dc7, f4325dc7, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
81c529b7, 0f5daf08, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
946b120d, 7d60f9ed, d24e9549, d24e9549, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
9071ed3a, e320cb69, 3417f47f, 3417f47f, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
02555221, 1b1091e9, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
54a30d4d, 9c5af6d9, b18b768c, b18b768c, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
53714be1, 6ce0724b, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
77b4f959, 40bb62eb, 79047812, 79047812, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
b929cd71, 5cb6684e, d671fa7b, d671fa7b, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
7b7fc73a, c3f5e83f, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
d7303317, c1b92852, 597ee159, 597ee159, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
1414e120, b398d181, 8831bf03, 8831bf03, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
49a443ce, 247f9028, 2ea3fc0b, 2ea3fc0b, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
06d66677, 58837c9b, 1fdc3d95, 1fdc3d95, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
52fa3e88, 53869a81, 670393c3, 670393c3, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
e25aefa5, 687cab43, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
b27bcc07, 97b86da0, 0ab56679, 0ab56679, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
6c3c96fb, 232ce333, 4ffeb9a1, 4ffeb9a1, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
c924a305, ddba0f22, 676f505b, 676f505b, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
87cfecef, e9699828, 31bdba3b, 31bdba3b, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
76288b25, ca66a9ee, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
88d0c9de, 143f0fab, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
802cbf37, d94f802c, 00000000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0, 		0	
c370d18f, 39eab4ee, bddcc9bf, bddcc9bf, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
e954a496, 57c84b0f, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
bdb9d01e, c5ff61f4, 44395d67, 44395d67, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
4393d68a, bd07d602, c11ce372, c11ce372, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
ba1cfed5, 3f34e710, b9dde1c3, b9dde1c3, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
cc65d883, eede444d, 7bc78f15, 7bc78f15, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
f32715b4, 50b5d298, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
88f9202e, 0d7e5030, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
5bb859a7, 6ed9d177, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
3ee55e48, 60ed9043, 6054d98a, 6054d98a, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
6b8a9d46, bb3eab8e, e74e7b3b, e74e7b3b, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
eea552be, c27f7579, 71a4f949, 71a4f949, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
4f30213e, a4bc3a1a, b4818062, b4818062, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
bb9a9821, 4c84ad05, c8a03dd9, c8a03dd9, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
3b6590c6, 60e37c56, 5ccbfedf, 5ccbfedf, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
979b430e, a88c2e57, 00aa098d, 00aa098d, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
980d4f06, 83369066, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
41f9285a, cb13d41a, cd8fe09a, cd8fe09a, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
438cb42b, 77b3fd92, 7bc5dab1, 7bc5dab1, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
a5d3adfe, 9326d933, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
743529b0, e0c34d94, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
9784015e, c803b584, 2007d499, 2007d499, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
416df213, d2af2af4, d4a2d067, d4a2d067, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
16d4b0cb, a87970ff, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
bc4e64c4, 98604f54, 1534d821, 1534d821, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
f5959ad2, b10a4e47, 6721a668, 6721a668, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
cfa55afb, 896fb5d8, 199ad566, 199ad566, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
b413f2bc, 3cb0b1e6, b14c3b62, b14c3b62, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
00207787, 7a585362, 00000000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0, 		0	
c98dacaf, 4731a35f, d1449d9d, d1449d9d, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
d977a2a2, bff582fe, 59ed7d5c, 59ed7d5c, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
79dfcee7, b001cbaa, ea62f2a0, ea62f2a0, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
dd604d1b, 381e55a4, d60aba9f, d60aba9f, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
cc8b1b0a, 4bf80346, d906c3f9, d906c3f9, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
1d813d24, a50eccad, 83102e7c, 83102e7c, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
9f2968c2, 535294e4, b30b5a76, b30b5a76, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
f8d4c805, 4e1c7e87, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
fb4c39fb, d11623d5, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
ecc8720f, c2287ee5, 6f83ee36, 6f83ee36, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
6fb873ef, fa353fc8, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
c22e54ea, 9f709f64, 2223dc27, 2223dc27, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
9a03a78f, 8b89d4e1, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
f305f187, fc3e6d3f, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
411a27a9, 8a71b810, 8c118e2c, 8c118e2c, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
a480e135, 95068d81, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
252cb65e, 4cf6a3d3, 32a665c5, 32a665c5, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
efd89ed7, d3049cd6, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
c8a4a694, fcdab7a5, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
da800044, e7bd1c80, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
b2466e78, e51503a5, 57e7023f, 57e7023f, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
ce3fa196, 649a3c9a, f366e922, f366e922, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
0b3580d6, dd2ce65c, a8f52bc5, a8f52bc5, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
639272ac, 6e770747, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
d78af9d2, 024df69b, 9a5f9fda, 9a5f9fda, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
2929a09a, 4db68354, 3771de65, 3771de65, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
66f1eef3, 6ec25d94, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
46390033, d9ed68b3, e0ab90d8, e0ab90d8, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
75dae10d, cdd43efb, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
7900e5e6, 7f800000, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
0cd40012, 4166c05a, 0ebf175b, 0ebf175b, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
28d7ad25, 6ea74898, 580cef1c, 580cef1c, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
28eb3205, 2e6dc848, 17da7550, 17da7550, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
d4beadc3, cca15d9d, 61f06204, 61f06204, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
a633a280, 48cace62, af8e4f0a, af8e4f0a, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
695a3c6e, 3eb4dba8, 689a2dbf, 689a2dbf, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
aa763ecf, b669e54c, 2160fbba, 2160fbba, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
a6de71eb, c53676bb, 2c9e8c29, 2c9e8c29, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
cb9d714c, 36f1c5f3, c314b166, c314b166, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
affd8e93, b8337fcb, 28b1c944, 28b1c944, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
254d9cfe, 672c3696, 4d0a5153, 4d0a5153, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
a6bc7279, 3ee247e2, a62691f8, a62691f8, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
576d92e6, cc9853bf, e48d5cf0, e48d5cf0, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
79f5ef6c, 8f13c366, c98df432, c98df432, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
708e36a6, 08b424ce, 39c825be, 39c825be, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
9d450d0a, f3a9fe14, 5182d92e, 5182d92e, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
60440adf, e6da54ad, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
fe2d090b, 9ceb1083, 5b9ee277, 5b9ee277, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
1416b121, e0026179, b4997ea6, b4997ea6, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
7f800000, 8cb75900, ff800000, ff800000, 	 3, 		0, 			0, 			0, 		0, 		0, 		0	
750ade98, 9dbcbaf3, d34cc1c2, d34cc1c2, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
ffcf3564, 6f47926e, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			1, 		1, 		0, 		1	
55f6e465, b7b16ba9, ce2b1bbe, ce2b1bbe, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
