	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf 
00000000, 00000000, 00000000, 00000000, 	 0, 		0, 			0, 			1, 		0, 		1 
00000000, 00000000, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
36cdfd82, bc7d9ca6, b3cc1195, b3cc1195, 	 3, 		1, 			0, 			1, 		0, 		0 
7b401f48, e5fafb51, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0 
d4a24944, cb963631, 60be7291, 60be7291, 	 3, 		1, 			1, 			1, 		0, 		0 
4814df57, 247438ac, 2d0e05d4, 2d0e05d4, 	 3, 		1, 			1, 			1, 		0, 		0 
8cad62f0, e6c1ef7c, 340359cb, 340359cb, 	 3, 		0, 			1, 			1, 		0, 		0 
4d765e9e, e671f070, f468d677, f468d677, 	 3, 		0, 			1, 			1, 		0, 		0 
51be5af6, 2d602bdd, 3fa6b035, 3fa6b035, 	 3, 		1, 			1, 			1, 		0, 		0 
144fb3a8, 5da92164, 328938b2, 328938b2, 	 3, 		0, 			1, 			1, 		0, 		0 
e92c9ab7, fc945559, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
12293cd1, 1d55f9eb, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
a1dbd695, 7f800000, ff800000, ff800000, 	 3, 		0, 			0, 			0, 		0, 		0 
7369c196, bf124050, f3058b20, f3058b20, 	 3, 		1, 			1, 			1, 		0, 		0 
9f7866ed, 08dd4bb6, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
26a04e75, f121b58b, d84a860c, d84a860c, 	 3, 		0, 			1, 			1, 		0, 		0 
e59ebd09, 99def3a5, 400a3f02, 400a3f02, 	 3, 		1, 			0, 			1, 		0, 		0 
3e5e9743, fc3170d6, fb1a48b1, fb1a48b1, 	 3, 		1, 			0, 			1, 		0, 		0 
c68faf88, f9485e47, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
4aa4424a, 41e8f10e, 4d1576bf, 4d1576bf, 	 3, 		0, 			1, 			1, 		0, 		0 
92f6268f, 7076a04b, c3ed232d, c3ed232d, 	 3, 		1, 			1, 			1, 		0, 		0 
ffa8641c, 00000000, 7fc00000, 80000000, 	 3, 		0, 			0, 			0, 		0, 		0 
9ed900f1, be32538b, 1d972979, 1d972979, 	 3, 		1, 			1, 			1, 		0, 		0 
a7b80d78, 35b06a0e, 9dfdab04, 9dfdab04, 	 3, 		0, 			1, 			1, 		0, 		0 
5243aa93, 9bf26521, aeb9448a, aeb9448a, 	 3, 		0, 			1, 			1, 		0, 		0 
975a9c5e, 0f207a88, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
7f800000, 7f81b69c, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			0, 		1, 		0 
19c39441, 08555699, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
caa9f26a, 0c770727, 97a3fda3, 97a3fda3, 	 3, 		1, 			1, 			1, 		0, 		0 
b9147dc3, eea9c05b, 6844ed32, 6844ed32, 	 3, 		1, 			1, 			1, 		0, 		0 
0692bbea, 80e22ca2, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
a87f6e2a, d8979583, 41973f29, 41973f29, 	 3, 		1, 			0, 			1, 		0, 		0 
d7ac4486, 04d2a338, 9d0dbe0b, 9d0dbe0b, 	 3, 		0, 			1, 			1, 		0, 		0 
f262a5b8, 12d92b9d, c5c04515, c5c04515, 	 3, 		1, 			1, 			1, 		0, 		0 
22ef7178, b6f5f883, 9a661008, 9a661008, 	 3, 		0, 			1, 			1, 		0, 		0 
03e4fa3d, 91e506c1, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
524e4f2b, 7c3edeec, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
72db7fbc, 5b8f4c9d, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
c45480ec, c03ad6ee, 451b1815, 451b1815, 	 3, 		1, 			1, 			1, 		0, 		0 
6da17560, 838bb64e, b1b03b6b, b1b03b6b, 	 3, 		1, 			0, 			1, 		0, 		0 
26fbdeb1, 71cabf46, 594779e8, 594779e8, 	 3, 		1, 			1, 			1, 		0, 		0 
ec3a0b1e, 87dc1ef1, 349ff80b, 349ff80b, 	 3, 		0, 			1, 			1, 		0, 		0 
d76a8b61, 2bec9d70, c3d8c8bb, c3d8c8bb, 	 3, 		1, 			0, 			1, 		0, 		0 
aa1bd5e0, c49f0915, 2f419ebb, 2f419ebb, 	 3, 		1, 			1, 			1, 		0, 		0 
5cb7b077, e94f4a83, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0 
7f9a2604, 00000000, 7fc00000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0 
50892b7b, 8c377361, 9d4497ce, 9d4497ce, 	 3, 		1, 			1, 			1, 		0, 		0 
9045b889, dad67c0d, 2ba5a812, 2ba5a812, 	 3, 		1, 			1, 			1, 		0, 		0 
bd50a0eb, 34d5ef31, b2ae58d1, b2ae58d1, 	 3, 		1, 			1, 			1, 		0, 		0 
47be0a69, d2fb7f7f, db3ab2da, db3ab2da, 	 3, 		0, 			1, 			1, 		0, 		0 
b15de52f, e992423a, 5b7d8c39, 5b7d8c39, 	 3, 		0, 			1, 			1, 		0, 		0 
ff800000, bfe813ac, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
e595989a, 6929c6e1, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0 
1a34e915, 03553d3f, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
52a66213, 31a6f94f, 44d90b43, 44d90b43, 	 3, 		0, 			0, 			1, 		0, 		0 
5ff7e07c, 546afebe, 74e389db, 74e389db, 	 3, 		0, 			0, 			1, 		0, 		0 
95188515, f4cec2e0, 4a765e63, 4a765e63, 	 3, 		0, 			1, 			1, 		0, 		0 
c4c9fea0, da32598b, 5f8cb9b3, 5f8cb9b3, 	 3, 		0, 			1, 			1, 		0, 		0 
173198a7, b1c9814a, 898bca8c, 898bca8c, 	 3, 		0, 			1, 			1, 		0, 		0 
ffe2fd95, 80000000, 7fc00000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0 
dc97f71a, 16a4679a, b3c32f98, b3c32f98, 	 3, 		1, 			1, 			1, 		0, 		0 
7c5027e5, 459cd4b4, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
00000000, 4379bae2, 00000000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0 
80c9b483, 8a7e80bd, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
00000000, 80000000, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
3adc16ce, 88aa77c8, 84128e1f, 84128e1f, 	 3, 		0, 			1, 			1, 		0, 		0 
6bebcf90, f36e52e2, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0 
89376699, 2ecad8e7, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
3bc146a4, 98e7c913, 952efe8c, 952efe8c, 	 3, 		1, 			1, 			1, 		0, 		0 
669459a7, 3af07323, 620b56c6, 620b56c6, 	 3, 		0, 			0, 			1, 		0, 		0 
009acc1e, a7a4c2be, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
5b688cbd, 484e9602, 643ba985, 643ba985, 	 3, 		0, 			1, 			1, 		0, 		0 
4151245c, 26008881, 27d20366, 27d20366, 	 3, 		0, 			1, 			1, 		0, 		0 
adf064a2, bffcb402, 2e6d4c19, 2e6d4c19, 	 3, 		0, 			0, 			1, 		0, 		0 
e431a464, 97c917fc, 3c8b8ab8, 3c8b8ab8, 	 3, 		0, 			1, 			1, 		0, 		0 
0c6bb70f, 03e019a8, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
b2e3d93d, 5f26850f, d294354a, d294354a, 	 3, 		1, 			1, 			1, 		0, 		0 
c7d2335d, f22b0943, 7a8c6fea, 7a8c6fea, 	 3, 		1, 			1, 			1, 		0, 		0 
02019495, d563a92a, 97e678c0, 97e678c0, 	 3, 		1, 			1, 			1, 		0, 		0 
98b92a96, 52429ebd, ab8cc516, ab8cc516, 	 3, 		1, 			1, 			1, 		0, 		0 
2de67075, 493f974a, 37ac7617, 37ac7617, 	 3, 		0, 			1, 			1, 		0, 		0 
ffd4439e, ff800000, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			0, 		1, 		0 
753dc4ba, 9f6b1ffb, d52e4b4b, d52e4b4b, 	 3, 		1, 			1, 			1, 		0, 		0 
15656389, 657303b6, 3b59c0cf, 3b59c0cf, 	 3, 		0, 			1, 			1, 		0, 		0 
f5272bfb, ba512adf, 700896e7, 700896e7, 	 3, 		1, 			1, 			1, 		0, 		0 
13c0d8b9, 52168ad2, 2662cf1f, 2662cf1f, 	 3, 		1, 			1, 			1, 		0, 		0 
c4b21dd4, a78dd774, 2cc560ac, 2cc560ac, 	 3, 		0, 			0, 			1, 		0, 		0 
