	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf ,  NAN 
782e05b5, affe18b8, e8acba77, e8acba77, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
7f800000, 80000000, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			1, 		0, 		0, 		1	
a76599b3, 7a1b1d73, e20b1e78, e20b1e78, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
924d0a94, 38c41121, 8b9d09d1, 8b9d09d1, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
8972a8e4, 8626c619, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
19ca806d, 09ca65ca, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
6a4e7616, 80aac449, ab89b8b7, ab89b8b7, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
aab7dd9b, 6d31d33c, d87f6fdd, d87f6fdd, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
e7c7ae20, 15feee72, be46d8c0, be46d8c0, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
db9d0adc, 5e5705b5, fa83e79f, fa83e79f, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
00000000, 00000000, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
ba7de73e, 0f45ce02, 8a442f44, 8a442f44, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
59d286cf, 21573f27, 3bb10328, 3bb10328, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
34429180, 631544c3, 57e2e5e5, 57e2e5e5, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
6792e0c3, fbce35c9, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
65959c21, 147cf338, 3a93d3d5, 3a93d3d5, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
80043cc0, fc792033, 00000000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0, 		0	
ca2e11c8, 613e611d, ec01733a, ec01733a, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
dffcdfa1, 0c3dde5b, acbb8cbd, acbb8cbd, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
7f800000, 7fe5dc7f, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			1, 		1, 		0, 		1	
2e8b4d15, 7f22fdc0, 6e3161b6, 6e3161b6, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
92f4acbc, d0cc81ac, 24437596, 24437596, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
90f6926a, 8e74ed75, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
a53ca09d, e0a04fbb, 466c3e43, 466c3e43, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
5d4d725e, 6ab6fc1d, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
59f57ef4, 247cb826, 3ef25990, 3ef25990, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
1b38238f, fdfb7f95, d9b4e6a2, d9b4e6a2, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
2ed79792, 1df82b24, 0d50ff2b, 0d50ff2b, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
1c28d004, d4142d74, b0c36c76, b0c36c76, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
30271266, c36af58c, b4195711, b4195711, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
e39a3e43, 315a8752, d583aa8d, d583aa8d, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
ff879886, d48c2abf, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			1, 		1, 		0, 		1	
66df5b0c, bfcd07ae, e732e29b, e732e29b, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
c5b183e8, c2a5c3b3, 48e5e371, 48e5e371, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
08bd6be1, 33aa84cd, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
555cfc22, 737d8faf, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
ed53edc2, c21a9944, 6ffff7d1, 6ffff7d1, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
69201670, ad9ceeec, d7444629, d7444629, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
362f9b6b, abfe18d6, a2ae4d3d, a2ae4d3d, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
e5da0a95, 655b425a, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
952dee94, 0349f663, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
3bbc70f3, cd002007, c93ca019, c93ca019, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
38d36c9e, 0e432997, 07a12e16, 07a12e16, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
2a6f2fb7, 01dc99e8, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
01597035, 31492bdb, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
8934fa24, f6f5ece6, 40addade, 40addade, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
c2698a5f, 8b6f239c, 0e5a28ab, 0e5a28ab, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
d6e2bcb7, f606cbad, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
07bc1312, 5422839c, 1c6ec984, 1c6ec984, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
0c9afea8, 0b634031, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
27b62ec7, 3597d01f, 1dd81367, 1dd81367, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
70c1f140, 957aea3f, c6be170e, c6be170e, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
f23dc307, 33314c01, e6036c2e, e6036c2e, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
a40e7d7d, 3f5604ff, a3ee3f5c, a3ee3f5c, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
8a6081b7, ec6018a0, 37448719, 37448719, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
0cd1c921, 34d5fad3, 022f59e4, 022f59e4, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
9f20cd85, 6b74f233, cb19dc05, cb19dc05, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
df647eb3, 74f42c5d, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
83796d1d, 660ee2a6, aa0b375a, aa0b375a, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
b497a41d, be4eb1c5, 3374deb9, 3374deb9, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
1fd42aef, cb3acf70, ab9ad31d, ab9ad31d, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
5a028aa9, b590aa74, d01389d4, d01389d4, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
7badbbf3, f539ee4f, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
bcd7c924, d0846748, 4ddf358b, 4ddf358b, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
6006f7bc, 4808d60e, 689048ed, 689048ed, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
17a87553, 89921d44, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
eb224b36, e2b1c823, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
8d3454e9, 1a32dbdd, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
16e1eb22, fe297e47, d59593a9, d59593a9, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
fdc59fed, 5e7b1f83, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
16a073ab, 1c010573, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
a371a595, 7d7568f6, e167a68b, e167a68b, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
142e1045, 20263878, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
c46c00aa, a233a3ad, 27259b5b, 27259b5b, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
b6389f46, 8ba21620, 0269c97f, 0269c97f, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
19bf12d7, 1996b407, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
1e1c73c8, 00075187, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
5ea0a135, d2985da2, f1bf34ef, f1bf34ef, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
06cedbba, 16031635, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
622c2f3a, 27447e9d, 4a042952, 4a042952, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
a3919b1f, 1ca77589, 80be7e16, 80be7e16, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
6d926479, 19a8b185, 47c0eee6, 47c0eee6, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
125e61ed, dddb6d47, b0be9cb3, b0be9cb3, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
4caae6cd, faca56cc, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
70bcf42b, 4e3a0464, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
4dc2244d, 8099fdbd, 8ee9903e, 8ee9903e, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
641796f3, b599224a, da355b0a, da355b0a, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
c31aaddc, 98b6994c, 1c5ca875, 1c5ca875, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
39e676e2, 36fcdeb9, 3163a589, 3163a589, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
737037d8, eacd4222, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
d1a5a899, 3f13721d, d13ed34f, d13ed34f, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
f9dce9a2, 61951cf5, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
95714fb5, 864422ec, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
d9e391e1, 767023f1, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
ea863f22, dc9fa926, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
711c30a7, f5930674, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
2522cc4e, e55b50f1, cb0b783f, cb0b783f, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
eaf396f9, e399050b, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
ae294cd7, 87463424, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
f689f72d, a9702900, 60816dd3, 60816dd3, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
bfeb360c, e3224416, 639516c3, 639516c3, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
3b589144, 6538dcf7, 611c6357, 611c6357, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
4c62fc51, 4f730a16, 5c577e73, 5c577e73, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
df10243d, ebf0afa3, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
5d670d25, cd8c27e0, eb7cfe5a, eb7cfe5a, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
6cc1e6c8, bf0b9fe7, ec5382d7, ec5382d7, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
9858982d, 7aa08bfe, d387d58d, d387d58d, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
dda5e567, 62d7b5dc, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
1b1399aa, 80000000, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
afadb181, 809a21c8, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
cbeeac79, 7f36feff, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
7f800000, c29b072c, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
781c9e9e, fa7ee48a, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
bffc09a0, acc36332, 2d405cfe, 2d405cfe, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
7b09bb25, c1972f94, fd22adf7, fd22adf7, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
74a87687, 85c9c021, bb04c37e, bb04c37e, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
28768a74, df699cfa, c860fb30, c860fb30, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
0574915f, b2eae144, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
8da20fe7, 69113189, b737d4bb, b737d4bb, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
868b999c, af53b8fd, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1, 		0	
75c231a6, bbe59f3e, f22e2f35, f22e2f35, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
dab6be8b, 9744c401, 328c75ce, 328c75ce, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
77c37638, 48049a43, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0, 		0	
06fa411d, e90437ce, b0814020, b0814020, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
9e264f11, dd1f0e8f, 3bcea922, 3bcea922, 	 3, 		1, 			0, 			1, 		0, 		0, 		0	
61906925, 18e47af6, 3b00e302, 3b00e302, 	 3, 		1, 			1, 			1, 		0, 		0, 		0	
28b7f0d9, 7ebab3e7, 68062642, 68062642, 	 3, 		0, 			0, 			1, 		0, 		0, 		0	
96364dbc, 609761d3, b7579b07, b7579b07, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
2ef0a184, 36ba13b0, 262ee7dc, 262ee7dc, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
fffa6b26, 80000000, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			1, 		0, 		0, 		1	
2ad80124, c95168a4, b4b0b139, b4b0b139, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
8531b5c6, 52358ce4, 97fc0ea5, 97fc0ea5, 	 3, 		0, 			1, 			1, 		0, 		0, 		0	
