	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf ,  NAN 
80000000, 7f800000, 7fc00000, 7fc00000, 	 4, 		0, 			0, 			1, 		0, 		0, 		1	
c70e9981, e15741bd, 68efcf13, 68efcf13, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
450eb88b, 9301ebd4, 9890dcef, 9890dcef, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
2df26f5f, 35b78c89, 242dd2b4, 242dd2b4, 	 4, 		1, 			0, 			1, 		0, 		0, 		0	
7d4185cf, accf6da5, ea9cce15, ea9cce15, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
213f776c, 07c5af3c, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
d74b48c3, 738ea03a, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
f50bd4bd, 029b97f7, b829f9a0, b829f9a0, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
f5b0332b, 8734f80c, 3d791d68, 3d791d68, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
346b7322, 953c942d, 8a2d70d5, 8a2d70d5, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
16b9fa5d, 22eeed01, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
89981fe2, 74d589f7, befdc906, befdc906, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
b24bd2ca, 8c3d5c71, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
15699d8a, 401c978b, 160ee64b, 160ee64b, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
8a4f5607, d854a309, 232c3749, 232c3749, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
69bc99ac, c0bba065, eb0a3a6b, eb0a3a6b, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
32c869b0, 66dfef18, 5a2f4f3e, 5a2f4f3e, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
7f800000, ff8a1d35, 7fc00000, 7fc00000, 	 4, 		0, 			0, 			1, 		1, 		0, 		1	
1b6f9655, 8bd07af8, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
eb508ccf, 12d896b6, beb07195, beb07195, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
4e44889f, 20c3c8c9, 2f964e36, 2f964e36, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
b0b70752, 08e85b58, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
ff8dfad3, 00000000, 7fc00000, 7fc00000, 	 4, 		0, 			0, 			1, 		0, 		0, 		1	
916b3bd5, f78da3c5, 49822670, 49822670, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
f44d480a, da2b0eeb, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
8ea335ff, a345dd42, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
340cc53e, 38b3da38, 2d45cbd2, 2d45cbd2, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
a11abbf0, 37efa46a, 9990d8d6, 9990d8d6, 	 4, 		1, 			0, 			1, 		0, 		0, 		0	
bcd2366e, 511c9d3b, ce809a47, ce809a47, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
825a99a9, b257037a, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
2fffcc3a, ec9d6754, dd1d477f, dd1d477f, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
c0d17cc8, 1c4ba8b5, 9da6a801, 9da6a801, 	 4, 		1, 			0, 			1, 		0, 		0, 		0	
9a1b194e, 673542dd, c1dba2cd, c1dba2cd, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
7298dbd6, 9fc28b0f, d2e85341, d2e85341, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
ec8dc996, 66b50094, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
53ba8d1d, 30c354bb, 450e573c, 450e573c, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
306c72fc, cd0d59ce, be028e47, be028e47, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
dca85045, 591261b4, f6407c08, f6407c08, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
d1004e64, 20801a97, b200690b, b200690b, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
edda31c4, 06c65e04, b529129f, b529129f, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
75302869, 4c860a41, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
bc11f289, 6f0d7034, eba1451a, eba1451a, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
9ba4b3b2, 511a76fb, ad46c14b, ad46c14b, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
5b33dfdf, 42e9145d, 5ea3c511, 5ea3c511, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
9f5bb3c5, 4a9d8793, aa87319a, aa87319a, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
308b2178, 54edbad8, 46013388, 46013388, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
fd0af3ff, 05ba3512, c34a242b, c34a242b, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
a9fc3504, 6873ccd6, d2f03020, d2f03020, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
4255446b, 30c74c1d, 33a60798, 33a60798, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
231e9888, 3b90bbdd, 1f33545e, 1f33545e, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
4886249f, d2564799, db609042, db609042, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
cea2d5a4, fef019bf, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
e591079a, 64c4eb19, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
cfd794ce, 413aff71, d19d793a, d19d793a, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
fe72adda, 6d6cb80a, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
ffc8640b, 00000000, 7fc00000, 7fc00000, 	 4, 		0, 			0, 			1, 		0, 		0, 		1	
58f5dca8, da49785b, f3c17dd7, f3c17dd7, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
9a86a345, e877bdbd, 43824b52, 43824b52, 	 4, 		1, 			0, 			1, 		0, 		0, 		0	
c1dd6c0c, 7aa966f3, fd12855f, fd12855f, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
4f17a491, 0a483529, 19ed301d, 19ed301d, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
5fa8ecf9, c02fd609, e0680e74, e0680e74, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
861bd1e0, e12c5aa6, 27d1d05f, 27d1d05f, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
3cb1ae5a, 5996274e, 56d06ee1, 56d06ee1, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
9d451b61, c7ed5feb, 25b6c433, 25b6c433, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
eac9753a, a6694e65, 51b79963, 51b79963, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
344a5326, 44ac2bea, 39881292, 39881292, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
7c695a74, c4c85e8b, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
32131cdc, 658a8a71, 581f3a3a, 581f3a3a, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
bd44480a, e714864f, 64e3c140, 64e3c140, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
d3c21bc2, b6270dbc, 4a7d550b, 4a7d550b, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
5caeabd0, 58c8764f, 7608c6f4, 7608c6f4, 	 4, 		1, 			0, 			1, 		0, 		0, 		0	
df2299ef, 623ccfe7, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
03893b15, 9635a5f6, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
e9826cf2, a5d663a3, 4fda73ab, 4fda73ab, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
77b07f65, ac9a2c7e, e4d4969f, e4d4969f, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
396a7503, 3468fd08, 2e5561c8, 2e5561c8, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
95c1b161, 388455c1, 8ec840b0, 8ec840b0, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
bb25e9b7, 725261e3, ee085929, ee085929, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
ff915fd8, 00000000, 7fc00000, 7fc00000, 	 4, 		0, 			0, 			1, 		0, 		0, 		1	
26f907cf, b2e1f3ff, 9a5bcd37, 9a5bcd37, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
1e87b082, e390016d, c298a815, c298a815, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
09d4b8b7, 7eebd5ef, 4943f754, 4943f754, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
515d6629, 17ecd5cc, 29ccd314, 29ccd314, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
adbcd633, 12ef4ab5, 81308315, 81308315, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
78b185cb, fa160f64, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
39d3972e, a0124ae4, 9a71d43d, 9a71d43d, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
f052746d, ee577bab, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
eeaca136, 80000000, 00000000, 00000000, 	 4, 		0, 			0, 			0, 		0, 		0, 		0	
a48e5fdb, dfad4a65, 44c0c04e, 44c0c04e, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
7030315b, 090035d5, 39b07b75, 39b07b75, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
7f1a916d, 80ec908c, c08ed557, c08ed557, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
2ad34f19, adb1b3a2, 9912adf6, 9912adf6, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
4c4e49d5, f606f6cc, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
ead745f7, 777870d4, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
9a2ec059, 1449b776, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
8c966f97, 96fad881, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
f2785ea8, 404aecb9, f344e05b, f344e05b, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
8f251bfc, dae98fd0, 2a96a339, 2a96a339, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
ec3debe9, e2e1d12a, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
e024a689, 599d65cf, fa4a773a, fa4a773a, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
ba675302, bc0b62ca, 36fbe6ad, 36fbe6ad, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
a546123c, b8cb2011, 1e9d2945, 1e9d2945, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
d48efa9e, 7be42bcd, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
b04dbe6c, cee3c3ab, 3fb70d1b, 3fb70d1b, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
eeccd04a, 7cd4dfd7, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
38978fa9, a209f246, 9b2356a1, 9b2356a1, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
b7951e91, 5766477a, cf862319, cf862319, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
414e4ec6, 78d77c64, 7aada867, 7aada867, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
921d8990, a103847f, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
c15f2f4a, 84689fed, 064ace48, 064ace48, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
0749cf39, c93593d9, 910f2410, 910f2410, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
27adc423, d3294aa5, bb65d24c, bb65d24c, 	 4, 		1, 			0, 			1, 		0, 		0, 		0	
9ce0795b, a5025eb3, 0264a153, 0264a153, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
6389aac7, 33577370, 5767b902, 5767b902, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
570e7a14, 3bc28385, 5358836b, 5358836b, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
5107f1d0, c027d4d3, d1b23f86, d1b23f86, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
9d02a869, dd2f563c, 3ab2fa46, 3ab2fa46, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
ef2903e9, 7dd0a141, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
a5ddd7b8, 44f89d2f, ab577130, ab577130, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
4e18bb12, de380a5c, ecdb9946, ecdb9946, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
92a7b110, 0b6d5fc5, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
7e8f5680, 38214c7d, 7734a074, 7734a074, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
b339f050, c02c99a1, 33faba17, 33faba17, 	 4, 		1, 			0, 			1, 		0, 		0, 		0	
91344b4b, 8fd3749b, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
732a1f05, 54a5f09d, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
b7bf4b1f, ff800000, 7f800000, 7f800000, 	 4, 		0, 			0, 			0, 		0, 		0, 		0	
cab4b862, 53af1b2d, def73a74, def73a74, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
8612d27d, b957d1c7, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
3ab07fb2, 60c0931c, 5c04c532, 5c04c532, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
f465a429, 4a19eb3b, ff0a121f, ff0a121f, 	 4, 		0, 			0, 			1, 		0, 		0, 		0	
5a8d3164, d0dca726, ebf36544, ebf36544, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
2e740fff, 30a1267e, 1f99a2c2, 1f99a2c2, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
44c1e414, a96f2203, aeb51db1, aeb51db1, 	 4, 		0, 			1, 			1, 		0, 		0, 		0	
5d2e799d, f2145fcf, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0, 		0	
4a2c45a8, c4cf797a, cf8b9e12, cf8b9e12, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
2413a2ec, 41dab1d4, 267c3e96, 267c3e96, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
a778cc25, 91179c9e, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
8c470a85, 80b3de41, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
ff800000, b9b49905, 7f800000, 7f800000, 	 4, 		0, 			0, 			0, 		0, 		0, 		0	
9c1cdc80, 03c36ba2, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1, 		0	
4b2435f1, 9779fed4, a3205bed, a3205bed, 	 4, 		1, 			1, 			1, 		0, 		0, 		0	
