	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf 
00000000, 00000000, 00000000, 00000000, 	 0, 		0, 			0, 			1, 		0, 		1 
e015986d, 187aae8f, b9127cdc, b9127cdc, 	 4, 		1, 			0, 			1, 		0, 		0 
01d021f6, 9c3ec1ce, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
a39850fd, 31335ed2, 95557217, 95557217, 	 4, 		0, 			1, 			1, 		0, 		0 
b28b60a2, 551697dd, c823fa9a, c823fa9a, 	 4, 		0, 			1, 			1, 		0, 		0 
832d74f7, 4f65330c, 931b4c37, 931b4c37, 	 4, 		0, 			1, 			1, 		0, 		0 
f1f9e541, 8a064b2b, 3c831760, 3c831760, 	 4, 		0, 			1, 			1, 		0, 		0 
bf794a1f, 69bc652b, e9b774f3, e9b774f3, 	 4, 		1, 			1, 			1, 		0, 		0 
a46e3a42, 3822cc96, 9d177f40, 9d177f40, 	 4, 		1, 			1, 			1, 		0, 		0 
cfc6d671, 741c5191, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
c8a702da, 972a9767, 205e9555, 205e9555, 	 4, 		0, 			1, 			1, 		0, 		0 
9d92f61b, 943ebdee, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1 
eedc07a9, 95a93a6d, 45117346, 45117346, 	 4, 		1, 			1, 			1, 		0, 		0 
63030359, 44281aa5, 67ac0faa, 67ac0faa, 	 4, 		0, 			1, 			1, 		0, 		0 
4623b77a, 61b3c801, 6865f265, 6865f265, 	 4, 		1, 			0, 			1, 		0, 		0 
997f7cc6, 46a811dd, a0a7bbb6, a0a7bbb6, 	 4, 		1, 			1, 			1, 		0, 		0 
64914cda, 4aa06671, 6fb6145a, 6fb6145a, 	 4, 		0, 			0, 			1, 		0, 		0 
69dd60bd, e9bfbcb7, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
e17dcbb9, 302aafd6, d229379b, d229379b, 	 4, 		0, 			1, 			1, 		0, 		0 
982eb949, 064bc9e8, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
927da5f2, f89236f7, 4b90df1a, 4b90df1a, 	 4, 		1, 			1, 			1, 		0, 		0 
e471e02c, 0ca00d9d, b19738f8, b19738f8, 	 4, 		0, 			1, 			1, 		0, 		0 
15e20f33, dc8313c3, b2e77e75, b2e77e75, 	 4, 		1, 			1, 			1, 		0, 		0 
57e5f7f0, 1e1bf3f2, 368c1842, 368c1842, 	 4, 		0, 			0, 			1, 		0, 		0 
3a1d4c04, c9f353ad, c4958292, c4958292, 	 4, 		1, 			1, 			1, 		0, 		0 
c9bb002b, 7eb07eb3, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
3c3c0b93, e1d9821e, de9fc564, de9fc564, 	 4, 		1, 			0, 			1, 		0, 		0 
532554c4, a42e756b, b7e156e4, b7e156e4, 	 4, 		0, 			1, 			1, 		0, 		0 
73aaf84a, 1e9e813e, 52d3b71c, 52d3b71c, 	 4, 		0, 			1, 			1, 		0, 		0 
be2a76fb, 4d0459db, cbb0425d, cbb0425d, 	 4, 		0, 			1, 			1, 		0, 		0 
45d12893, 5d610d37, 63b7df75, 63b7df75, 	 4, 		0, 			1, 			1, 		0, 		0 
518943f4, 0f23b1cc, 212f8b33, 212f8b33, 	 4, 		0, 			1, 			1, 		0, 		0 
f7e9bad1, 4028faff, f89a47c2, f89a47c2, 	 4, 		0, 			1, 			1, 		0, 		0 
bcced098, b5912f53, 32ea94c3, 32ea94c3, 	 4, 		1, 			1, 			1, 		0, 		0 
e132d7c1, 415b0571, e319025f, e319025f, 	 4, 		0, 			1, 			1, 		0, 		0 
4b27449d, 2809c301, 33b40644, 33b40644, 	 4, 		1, 			1, 			1, 		0, 		0 
0c81e306, fd398b4d, ca3c4779, ca3c4779, 	 4, 		0, 			1, 			1, 		0, 		0 
9fa0d532, e9486446, 497bcb1d, 497bcb1d, 	 4, 		1, 			1, 			1, 		0, 		0 
ec818a25, 53dd625f, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
88d71a15, 99c02eed, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1 
92e5e2c3, 7997c34a, cd08481f, cd08481f, 	 4, 		0, 			1, 			1, 		0, 		0 
1cd66584, 11576f78, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1 
10c86311, 3a7b006e, 0bc47978, 0bc47978, 	 4, 		1, 			1, 			1, 		0, 		0 
5c448a80, af36e88b, cc0c6cff, cc0c6cff, 	 4, 		0, 			1, 			1, 		0, 		0 
f0bb83b9, 8209bb86, 3349c5b3, 3349c5b3, 	 4, 		1, 			1, 			1, 		0, 		0 
579e5499, 60df8268, 790a3c59, 790a3c59, 	 4, 		1, 			0, 			1, 		0, 		0 
9fe66a62, b2655191, 12ce6694, 12ce6694, 	 4, 		1, 			1, 			1, 		0, 		0 
aff3b774, c1c05ca0, 323721c5, 323721c5, 	 4, 		0, 			1, 			1, 		0, 		0 
f6d29ade, e328d370, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0 
4cdedfdd, 4bcd9b6e, 59330095, 59330095, 	 4, 		0, 			1, 			1, 		0, 		0 
334de968, 1339a710, 0715540c, 0715540c, 	 4, 		0, 			1, 			1, 		0, 		0 
eef73f25, c13a1ecf, 70b3c1a2, 70b3c1a2, 	 4, 		0, 			1, 			1, 		0, 		0 
74f45829, bb5eda98, f0d4b518, f0d4b518, 	 4, 		1, 			1, 			1, 		0, 		0 
5fe162a3, 6b08828d, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0 
2f13a5c6, 440d4c60, 33a2fcb5, 33a2fcb5, 	 4, 		0, 			1, 			1, 		0, 		0 
7e4dc908, 35ea2c55, 74bc3d64, 74bc3d64, 	 4, 		0, 			1, 			1, 		0, 		0 
87821d4a, 8218fc1f, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1 
0a75015a, 4f3250bc, 1a2aa835, 1a2aa835, 	 4, 		1, 			1, 			1, 		0, 		0 
6fc66c0b, 51b194ef, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0 
dff58b6f, 53fb0be2, f470cb1c, f470cb1c, 	 4, 		1, 			0, 			1, 		0, 		0 
98ab8570, ddcfde73, 370b45f0, 370b45f0, 	 4, 		0, 			1, 			1, 		0, 		0 
6706c7b1, f37787b6, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
1ff642e1, 71db9c94, 525341d6, 525341d6, 	 4, 		1, 			0, 			1, 		0, 		0 
b05c88c5, 76533379, e735f112, e735f112, 	 4, 		1, 			1, 			1, 		0, 		0 
b51ad277, 113c646c, 86e3de96, 86e3de96, 	 4, 		1, 			1, 			1, 		0, 		0 
3de952be, 06130fea, 04860904, 04860904, 	 4, 		0, 			1, 			1, 		0, 		0 
a1d75bac, be0cd16c, 206cec9e, 206cec9e, 	 4, 		1, 			0, 			1, 		0, 		0 
4bfbce76, a55583da, b1d20479, b1d20479, 	 4, 		0, 			1, 			1, 		0, 		0 
1fbc7823, 8987edc2, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
99d25e8a, 1994e06f, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
10f36d3e, 9b727791, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
fdb90040, 8e12b704, 4c540ccd, 4c540ccd, 	 4, 		0, 			1, 			1, 		0, 		0 
0f9b37e7, a76c119e, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
341bf013, 3ab1479c, 2f57f937, 2f57f937, 	 4, 		0, 			1, 			1, 		0, 		0 
82a6e59f, 002bad7d, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
e7e08022, c75a3d1c, 6fbf62b4, 6fbf62b4, 	 4, 		0, 			0, 			1, 		0, 		0 
faa02713, 6aa7b946, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
e2dd3beb, 979c5a97, 3b071ecd, 3b071ecd, 	 4, 		1, 			1, 			1, 		0, 		0 
b0b15868, 90a23a47, 01e0c4a2, 01e0c4a2, 	 4, 		0, 			0, 			1, 		0, 		0 
0e234ae6, 6e17bb64, 3cc1916a, 3cc1916a, 	 4, 		0, 			1, 			1, 		0, 		0 
01dab293, 072c74a3, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1 
e016d069, 8a4fe375, 2af4f109, 2af4f109, 	 4, 		0, 			1, 			1, 		0, 		0 
ce107edb, 922b41e7, 20c153de, 20c153de, 	 4, 		1, 			1, 			1, 		0, 		0 
0c101ce5, d10da24a, 9d9f768c, 9d9f768c, 	 4, 		0, 			1, 			1, 		0, 		0 
8c2d98e2, 29164c50, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
3d22f537, 981a9f86, 95c4da1d, 95c4da1d, 	 4, 		0, 			1, 			1, 		0, 		0 
5cf9c222, fc5b6cd2, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
be0af35a, eb300ec9, 69bf1ea9, 69bf1ea9, 	 4, 		1, 			0, 			1, 		0, 		0 
0ae734ef, e1339f40, aca239d7, aca239d7, 	 4, 		1, 			1, 			1, 		0, 		0 
3c776ed4, 6e4901e0, 6b4247d4, 6b4247d4, 	 4, 		0, 			1, 			1, 		0, 		0 
d79adbd9, 857e568c, 1d99da7c, 1d99da7c, 	 4, 		1, 			1, 			1, 		0, 		0 
a55e722e, 50ea0434, b6cb5805, b6cb5805, 	 4, 		0, 			0, 			1, 		0, 		0 
9b6a8510, 470464f7, a2f29235, a2f29235, 	 4, 		0, 			0, 			1, 		0, 		0 
16b4e5ed, 0282f7bf, 00000000, 00000000, 	 4, 		0, 			0, 			1, 		0, 		1 
0aca3860, 54867fa1, 1fd47ca7, 1fd47ca7, 	 4, 		1, 			1, 			1, 		0, 		0 
1fc28579, 2afcbd2a, 0b400b20, 0b400b20, 	 4, 		1, 			0, 			1, 		0, 		0 
37b41995, 95114149, 8d4c60d6, 8d4c60d6, 	 4, 		0, 			1, 			1, 		0, 		0 
60e3c504, 3f60f5a2, 60c826ef, 60c826ef, 	 4, 		0, 			1, 			1, 		0, 		0 
4ebfe78d, b3f6a526, c338e44e, c338e44e, 	 4, 		0, 			1, 			1, 		0, 		0 
b8ba9c1b, 4a3e9314, c38aeb12, c38aeb12, 	 4, 		0, 			1, 			1, 		0, 		0 
79c3454f, c6cc0d20, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
47d1b529, feef4755, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
5b9f96dc, d396e30b, efbc1fdd, efbc1fdd, 	 4, 		0, 			0, 			1, 		0, 		0 
0574aa80, b5126cc0, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
3f28ac1e, a439b670, a3f4b92c, a3f4b92c, 	 4, 		1, 			1, 			1, 		0, 		0 
c8d7ef5a, 5757c1c7, e0b5fd78, e0b5fd78, 	 4, 		1, 			1, 			1, 		0, 		0 
a489e7d6, 1ad78db5, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
3712008a, 6b6a9eb8, 6305cf03, 6305cf03, 	 4, 		0, 			1, 			1, 		0, 		0 
ccb47dd3, 0a740834, 97ac0db6, 97ac0db6, 	 4, 		1, 			1, 			1, 		0, 		0 
c1155ae8, c56e4da1, 470b07ce, 470b07ce, 	 4, 		1, 			1, 			1, 		0, 		0 
ab17415e, 66c665b8, d26a7150, d26a7150, 	 4, 		0, 			1, 			1, 		0, 		0 
4c4e325b, 1ea90ed3, 2b882b2f, 2b882b2f, 	 4, 		1, 			1, 			1, 		0, 		0 
e9d3ce51, 35b94323, e01947a4, e01947a4, 	 4, 		0, 			1, 			1, 		0, 		0 
ad2340a9, 1418fbcb, 81c31dec, 81c31dec, 	 4, 		0, 			1, 			1, 		0, 		0 
8c20a832, 7933461e, c5e10338, c5e10338, 	 4, 		1, 			0, 			1, 		0, 		0 
441a66e9, a912e4db, adb13171, adb13171, 	 4, 		0, 			1, 			1, 		0, 		0 
1fdc2853, 9c5496f4, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
e7426161, 7c76a5fe, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
5bcbb8e5, 497cce27, 65c92e0f, 65c92e0f, 	 4, 		0, 			1, 			1, 		0, 		0 
9bbb3e7b, bb7d8866, 17b97083, 17b97083, 	 4, 		0, 			1, 			1, 		0, 		0 
d18805e6, 5a626720, ec709801, ec709801, 	 4, 		1, 			1, 			1, 		0, 		0 
7ce7ec34, 46f3d791, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0 
c3ac6965, 12024f75, 962f8611, 962f8611, 	 4, 		0, 			1, 			1, 		0, 		0 
11abd645, 93c3f334, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
eaa9c640, 01231737, ac585140, ac585140, 	 4, 		0, 			0, 			1, 		0, 		0 
c5392643, f7734419, 7d2ff092, 7d2ff092, 	 4, 		1, 			1, 			1, 		0, 		0 
40d27584, 7b3a3aec, 7c9919d3, 7c9919d3, 	 4, 		1, 			0, 			1, 		0, 		0 
0ca4c9c5, 9710d6f8, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
e1c0080d, 1ba3c1d3, bdf5ad09, bdf5ad09, 	 4, 		0, 			1, 			1, 		0, 		0 
aaf008c9, 61936190, cd0a3086, cd0a3086, 	 4, 		1, 			1, 			1, 		0, 		0 
e88f2315, 273b0162, d0511ecd, d0511ecd, 	 4, 		1, 			0, 			1, 		0, 		0 
c3176dc2, d5757ec6, 59113708, 59113708, 	 4, 		1, 			1, 			1, 		0, 		0 
2fefc780, 4afc6415, 3b6c6620, 3b6c6620, 	 4, 		1, 			0, 			1, 		0, 		0 
2c9bfcaa, 1647fe37, 0373b89d, 0373b89d, 	 4, 		1, 			1, 			1, 		0, 		0 
96ae564f, 78f1512d, d0245688, d0245688, 	 4, 		0, 			1, 			1, 		0, 		0 
a041b198, 641e53a7, c4ef95cd, c4ef95cd, 	 4, 		0, 			1, 			1, 		0, 		0 
05d798a1, b8b563d2, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
a726d1d1, 02d7be77, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
853efd65, 2af4adb2, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
3031a5c6, 9e315582, 8ef61de8, 8ef61de8, 	 4, 		0, 			1, 			1, 		0, 		0 
66ff8843, e080d464, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
cfdbc47b, 996ecabe, 29ccfeb6, 29ccfeb6, 	 4, 		0, 			1, 			1, 		0, 		0 
9e324216, 10422174, 80000000, 80000000, 	 4, 		0, 			0, 			1, 		0, 		1 
fc547bbd, 60e57eec, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
dccc019d, f9fa0637, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0 
9bdd5b06, c885bcda, 24e7472b, 24e7472b, 	 4, 		1, 			1, 			1, 		0, 		0 
c0792767, 7da6a910, fea23417, fea23417, 	 4, 		0, 			1, 			1, 		0, 		0 
01cc5a05, c83a2f21, 8a949f07, 8a949f07, 	 4, 		1, 			0, 			1, 		0, 		0 
08b5cc50, e250bb58, ab943b0c, ab943b0c, 	 4, 		1, 			1, 			1, 		0, 		0 
df2a0c8f, b9487d34, 59052cfa, 59052cfa, 	 4, 		0, 			1, 			1, 		0, 		0 
8d810014, fc810bfe, 4a820e2a, 4a820e2a, 	 4, 		0, 			1, 			1, 		0, 		0 
bbb8f35a, 7715c8d5, f3586d77, f3586d77, 	 4, 		1, 			1, 			1, 		0, 		0 
724cea8b, fc085d28, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
74d2b68b, dba15a39, ff800000, ff800000, 	 4, 		0, 			0, 			1, 		1, 		0 
e8798efe, 0f04ca23, b80172c8, b80172c8, 	 4, 		1, 			1, 			1, 		0, 		0 
69a616dd, 692c60eb, 7f800000, 7f800000, 	 4, 		0, 			0, 			1, 		1, 		0 
b03a2bfb, 1e7bdb11, 8f37286f, 8f37286f, 	 4, 		0, 			0, 			1, 		0, 		0 
fd8b4023, 32181690, f02574b5, f02574b5, 	 4, 		0, 			1, 			1, 		0, 		0 
73e4bf65, c8eedc51, fd556ecd, fd556ecd, 	 4, 		1, 			1, 			1, 		0, 		0 
